191.101.251.247,443,0.0.0.0,SG,Singapore,官方,42 ms
191.101.251.93,443,0.0.0.0,SG,Singapore,官方,53 ms
191.101.251.170,443,0.0.0.0,SG,Singapore,官方,78 ms
191.101.251.88,443,0.0.0.0,SG,Singapore,官方,20 ms
191.101.251.84,443,0.0.0.0,SG,Singapore,官方,22 ms
191.101.251.125,443,0.0.0.0,SG,Singapore,官方,39 ms
191.101.251.80,443,0.0.0.0,SG,Singapore,官方,55 ms
191.101.251.30,443,0.0.0.0,SG,Singapore,官方,49 ms
191.101.251.79,443,0.0.0.0,SG,Singapore,官方,68 ms
191.101.251.41,443,0.0.0.0,SG,Singapore,官方,48 ms
191.101.251.194,443,0.0.0.0,SG,Singapore,官方,2 ms
191.101.251.192,443,0.0.0.0,SG,Singapore,官方,38 ms
191.101.251.203,443,0.0.0.0,SG,Singapore,官方,62 ms
191.101.251.225,443,0.0.0.0,SG,Singapore,官方,34 ms
191.101.251.99,443,0.0.0.0,SG,Singapore,官方,85 ms
191.101.251.22,443,0.0.0.0,SG,Singapore,官方,36 ms
191.101.251.119,443,0.0.0.0,SG,Singapore,官方,53 ms
191.101.251.104,443,0.0.0.0,SG,Singapore,官方,64 ms
191.101.251.45,443,0.0.0.0,SG,Singapore,官方,26 ms
191.101.251.32,443,0.0.0.0,SG,Singapore,官方,83 ms
191.101.251.142,443,0.0.0.0,SG,Singapore,官方,82 ms
191.101.251.49,443,0.0.0.0,SG,Singapore,官方,105 ms
191.101.251.190,443,0.0.0.0,SG,Singapore,官方,14 ms
191.101.251.243,443,0.0.0.0,SG,Singapore,官方,25 ms
191.101.251.191,443,0.0.0.0,SG,Singapore,官方,58 ms
191.101.251.109,443,0.0.0.0,SG,Singapore,官方,70 ms
191.101.251.55,443,0.0.0.0,SG,Singapore,官方,118 ms
191.101.251.57,443,0.0.0.0,SG,Singapore,官方,51 ms
191.101.251.216,443,0.0.0.0,SG,Singapore,官方,109 ms
191.101.251.65,443,0.0.0.0,SG,Singapore,官方,109 ms
191.101.251.108,443,0.0.0.0,SG,Singapore,官方,167 ms
191.101.251.101,443,0.0.0.0,SG,Singapore,官方,10 ms
191.96.42.138,443,191.96.42.138,US,Chicago,中转,226 ms
191.101.251.221,443,0.0.0.0,SG,Singapore,官方,131 ms
191.101.251.214,443,0.0.0.0,SG,Singapore,官方,146 ms
191.101.251.245,443,0.0.0.0,SG,Singapore,官方,18 ms
191.101.251.31,443,0.0.0.0,SG,Singapore,官方,162 ms
191.101.251.154,443,0.0.0.0,SG,Singapore,官方,41 ms
191.101.251.146,443,0.0.0.0,SG,Singapore,官方,24 ms
191.101.251.250,443,0.0.0.0,SG,Singapore,官方,94 ms
191.101.251.173,443,0.0.0.0,SG,Singapore,官方,75 ms
191.101.251.103,443,0.0.0.0,SG,Singapore,官方,202 ms
191.101.251.215,443,0.0.0.0,SG,Singapore,官方,123 ms
191.101.251.21,443,0.0.0.0,SG,Singapore,官方,21 ms
191.101.251.83,443,0.0.0.0,SG,Singapore,官方,102 ms
191.101.251.248,443,0.0.0.0,SG,Singapore,官方,91 ms
191.101.251.82,443,0.0.0.0,SG,Singapore,官方,76 ms
191.101.251.6,443,0.0.0.0,SG,Singapore,官方,25 ms
191.101.251.172,443,0.0.0.0,SG,Singapore,官方,64 ms
191.101.251.37,443,0.0.0.0,SG,Singapore,官方,56 ms
191.101.251.9,443,0.0.0.0,SG,Singapore,官方,36 ms
191.101.251.128,443,0.0.0.0,SG,Singapore,官方,194 ms
191.101.251.175,443,0.0.0.0,SG,Singapore,官方,154 ms
191.101.251.43,443,0.0.0.0,SG,Singapore,官方,141 ms
191.101.251.46,443,0.0.0.0,SG,Singapore,官方,261 ms
191.101.251.124,443,0.0.0.0,SG,Singapore,官方,35 ms
181.41.194.56,443,181.41.194.56,NL,Amsterdam,中转,245 ms
191.101.251.60,443,0.0.0.0,SG,Singapore,官方,183 ms
191.101.251.253,443,0.0.0.0,SG,Singapore,官方,34 ms
191.101.251.166,443,0.0.0.0,SG,Singapore,官方,60 ms
191.101.251.66,443,0.0.0.0,SG,Singapore,官方,76 ms
191.101.251.23,443,0.0.0.0,SG,Singapore,官方,220 ms
191.101.251.127,443,0.0.0.0,SG,Singapore,官方,37 ms
191.101.251.14,443,0.0.0.0,SG,Singapore,官方,122 ms
191.101.251.188,443,0.0.0.0,SG,Singapore,官方,44 ms
191.101.251.95,443,0.0.0.0,SG,Singapore,官方,179 ms
191.101.251.17,443,0.0.0.0,SG,Singapore,官方,158 ms
191.101.251.139,443,0.0.0.0,SG,Singapore,官方,146 ms
191.101.251.210,443,0.0.0.0,SG,Singapore,官方,29 ms
191.101.251.87,443,0.0.0.0,SG,Singapore,官方,134 ms
191.101.251.4,443,0.0.0.0,SG,Singapore,官方,117 ms
191.101.251.64,443,0.0.0.0,SG,Singapore,官方,240 ms
191.101.251.239,443,0.0.0.0,SG,Singapore,官方,112 ms
191.101.251.180,443,0.0.0.0,SG,Singapore,官方,74 ms
191.101.251.169,443,0.0.0.0,SG,Singapore,官方,23 ms
191.101.251.181,443,0.0.0.0,SG,Singapore,官方,131 ms
191.101.251.137,443,0.0.0.0,SG,Singapore,官方,136 ms
191.101.251.25,443,0.0.0.0,SG,Singapore,官方,66 ms
191.101.251.10,443,0.0.0.0,SG,Singapore,官方,90 ms
191.101.251.207,443,0.0.0.0,SG,Singapore,官方,85 ms
191.101.251.59,443,0.0.0.0,SG,Singapore,官方,157 ms
191.101.251.27,443,0.0.0.0,SG,Singapore,官方,156 ms
191.101.251.158,443,0.0.0.0,SG,Singapore,官方,46 ms
191.101.251.90,443,0.0.0.0,SG,Singapore,官方,168 ms
191.101.251.68,443,0.0.0.0,SG,Singapore,官方,15 ms
191.101.251.102,443,0.0.0.0,SG,Singapore,官方,21 ms
191.101.251.130,443,0.0.0.0,SG,Singapore,官方,59 ms
191.101.251.198,443,0.0.0.0,SG,Singapore,官方,14 ms
191.101.251.35,443,0.0.0.0,SG,Singapore,官方,19 ms
191.101.251.162,443,0.0.0.0,SG,Singapore,官方,201 ms
191.101.251.165,443,0.0.0.0,SG,Singapore,官方,12 ms
191.101.251.161,443,0.0.0.0,SG,Singapore,官方,141 ms
191.101.251.200,443,0.0.0.0,SG,Singapore,官方,23 ms
191.101.251.19,443,0.0.0.0,SG,Singapore,官方,75 ms
191.101.251.44,443,0.0.0.0,SG,Singapore,官方,174 ms
191.101.251.233,443,0.0.0.0,SG,Singapore,官方,100 ms
191.101.251.106,443,0.0.0.0,SG,Singapore,官方,18 ms
191.101.251.208,443,0.0.0.0,SG,Singapore,官方,173 ms
191.101.251.178,443,0.0.0.0,SG,Singapore,官方,76 ms
191.101.251.244,443,0.0.0.0,SG,Singapore,官方,93 ms
191.101.251.220,443,0.0.0.0,SG,Singapore,官方,123 ms
191.101.251.212,443,0.0.0.0,SG,Singapore,官方,45 ms
191.101.251.182,443,0.0.0.0,SG,Singapore,官方,214 ms
191.101.251.234,443,0.0.0.0,SG,Singapore,官方,61 ms
191.101.251.246,443,0.0.0.0,SG,Singapore,官方,290 ms
191.101.251.195,443,0.0.0.0,SG,Singapore,官方,192 ms
191.101.251.217,443,0.0.0.0,SG,Singapore,官方,60 ms
191.101.251.123,443,0.0.0.0,SG,Singapore,官方,116 ms
191.101.251.159,443,0.0.0.0,SG,Singapore,官方,247 ms
191.101.251.199,443,0.0.0.0,SG,Singapore,官方,97 ms
191.101.251.232,443,0.0.0.0,SG,Singapore,官方,157 ms
191.101.251.238,443,0.0.0.0,SG,Singapore,官方,205 ms
191.101.251.134,443,0.0.0.0,SG,Singapore,官方,275 ms
191.101.251.231,443,0.0.0.0,SG,Singapore,官方,11 ms
191.101.251.218,443,0.0.0.0,SG,Singapore,官方,165 ms
191.101.251.112,443,0.0.0.0,SG,Singapore,官方,164 ms
191.101.251.149,443,0.0.0.0,SG,Singapore,官方,190 ms
191.101.251.28,443,0.0.0.0,SG,Singapore,官方,47 ms
191.101.251.86,443,0.0.0.0,SG,Singapore,官方,60 ms
191.101.251.209,443,0.0.0.0,SG,Singapore,官方,47 ms
191.101.251.34,443,0.0.0.0,SG,Singapore,官方,157 ms
191.101.251.156,443,0.0.0.0,SG,Singapore,官方,158 ms
191.101.251.223,443,0.0.0.0,SG,Singapore,官方,255 ms
191.101.251.77,443,0.0.0.0,SG,Singapore,官方,128 ms
191.101.251.147,443,0.0.0.0,SG,Singapore,官方,120 ms
191.101.251.160,443,0.0.0.0,SG,Singapore,官方,67 ms
191.101.251.242,443,0.0.0.0,SG,Singapore,官方,21 ms
191.101.251.164,443,0.0.0.0,SG,Singapore,官方,256 ms
191.101.251.97,443,0.0.0.0,SG,Singapore,官方,144 ms
191.101.251.70,443,0.0.0.0,SG,Singapore,官方,121 ms
191.101.251.15,443,0.0.0.0,SG,Singapore,官方,58 ms
191.101.251.219,443,0.0.0.0,SG,Singapore,官方,104 ms
191.101.251.252,443,0.0.0.0,SG,Singapore,官方,214 ms
191.101.251.67,443,0.0.0.0,SG,Singapore,官方,137 ms
191.101.251.227,443,0.0.0.0,SG,Singapore,官方,129 ms
191.101.251.54,443,0.0.0.0,SG,Singapore,官方,48 ms
191.101.251.94,443,0.0.0.0,SG,Singapore,官方,12 ms
