191.101.251.131,443,0.0.0.0,SG,Singapore,官方,169 ms
191.101.251.145,443,0.0.0.0,SG,Singapore,官方,114 ms
191.101.251.163,443,0.0.0.0,SG,Singapore,官方,74 ms
191.101.251.38,443,0.0.0.0,SG,Singapore,官方,45 ms
191.101.251.201,443,0.0.0.0,SG,Singapore,官方,155 ms
191.101.251.118,443,0.0.0.0,SG,Singapore,官方,115 ms
191.101.251.140,443,0.0.0.0,SG,Singapore,官方,13 ms
191.101.251.171,443,0.0.0.0,SG,Singapore,官方,157 ms
191.101.251.240,443,0.0.0.0,SG,Singapore,官方,106 ms
191.101.251.204,443,0.0.0.0,SG,Singapore,官方,135 ms
191.101.251.50,443,0.0.0.0,SG,Singapore,官方,152 ms
191.101.251.72,443,0.0.0.0,SG,Singapore,官方,84 ms
191.101.251.96,443,0.0.0.0,SG,Singapore,官方,205 ms
191.101.251.85,443,0.0.0.0,SG,Singapore,官方,153 ms
191.101.251.186,443,0.0.0.0,SG,Singapore,官方,75 ms
191.101.251.143,443,0.0.0.0,SG,Singapore,官方,74 ms
191.101.251.116,443,0.0.0.0,SG,Singapore,官方,77 ms
191.101.251.115,443,0.0.0.0,SG,Singapore,官方,159 ms
191.101.251.229,443,0.0.0.0,SG,Singapore,官方,130 ms
191.101.251.69,443,0.0.0.0,SG,Singapore,官方,91 ms
191.101.251.7,443,0.0.0.0,SG,Singapore,官方,78 ms
191.101.251.151,443,0.0.0.0,SG,Singapore,官方,164 ms
191.101.251.53,443,0.0.0.0,SG,Singapore,官方,59 ms
191.101.251.185,443,0.0.0.0,SG,Singapore,官方,87 ms
191.101.251.176,443,0.0.0.0,SG,Singapore,官方,15 ms
191.101.251.254,443,0.0.0.0,SG,Singapore,官方,105 ms
191.101.251.235,443,0.0.0.0,SG,Singapore,官方,69 ms
191.101.251.133,443,0.0.0.0,SG,Singapore,官方,57 ms
191.101.251.74,443,0.0.0.0,SG,Singapore,官方,188 ms
191.101.251.56,443,0.0.0.0,SG,Singapore,官方,104 ms
191.101.251.183,443,0.0.0.0,SG,Singapore,官方,17 ms
191.101.251.73,443,0.0.0.0,SG,Singapore,官方,73 ms
191.101.251.251,443,0.0.0.0,SG,Singapore,官方,218 ms
191.101.251.237,443,0.0.0.0,SG,Singapore,官方,52 ms
191.101.251.100,443,0.0.0.0,SG,Singapore,官方,238 ms
191.101.251.33,443,0.0.0.0,SG,Singapore,官方,15 ms
191.101.251.98,443,0.0.0.0,SG,Singapore,官方,17 ms
191.101.251.168,443,0.0.0.0,SG,Singapore,官方,17 ms
191.101.251.81,443,0.0.0.0,SG,Singapore,官方,22 ms
191.101.251.206,443,0.0.0.0,SG,Singapore,官方,184 ms
191.101.251.167,443,0.0.0.0,SG,Singapore,官方,85 ms
191.101.251.241,443,0.0.0.0,SG,Singapore,官方,121 ms
191.101.251.179,443,0.0.0.0,SG,Singapore,官方,228 ms
191.101.251.16,443,0.0.0.0,SG,Singapore,官方,15 ms
191.101.251.40,443,0.0.0.0,SG,Singapore,官方,40 ms
191.101.251.126,443,0.0.0.0,SG,Singapore,官方,152 ms
191.101.251.78,443,0.0.0.0,SG,Singapore,官方,152 ms
191.101.251.205,443,0.0.0.0,SG,Singapore,官方,168 ms
191.101.251.157,443,0.0.0.0,SG,Singapore,官方,17 ms
191.101.251.20,443,0.0.0.0,SG,Singapore,官方,50 ms
191.101.251.226,443,0.0.0.0,SG,Singapore,官方,180 ms
191.101.251.91,443,0.0.0.0,SG,Singapore,官方,58 ms
191.101.251.105,443,0.0.0.0,SG,Singapore,官方,160 ms
191.101.251.12,443,0.0.0.0,SG,Singapore,官方,184 ms
191.101.251.148,443,0.0.0.0,SG,Singapore,官方,113 ms
191.101.251.2,443,0.0.0.0,SG,Singapore,官方,68 ms
191.101.251.135,443,0.0.0.0,SG,Singapore,官方,176 ms
191.101.251.3,443,0.0.0.0,SG,Singapore,官方,17 ms
191.101.251.13,443,0.0.0.0,SG,Singapore,官方,144 ms
191.101.251.71,443,0.0.0.0,SG,Singapore,官方,225 ms
191.101.251.42,443,0.0.0.0,SG,Singapore,官方,165 ms
191.101.251.174,443,0.0.0.0,SG,Singapore,官方,33 ms
191.101.22.76,443,2602:ff62:0:75b7:c689:f55a:5d06:4915,US,Ashburn,隧道,223 ms
191.101.251.63,443,0.0.0.0,SG,Singapore,官方,197 ms
191.101.251.76,443,0.0.0.0,SG,Singapore,官方,262 ms
191.101.251.52,443,0.0.0.0,SG,Singapore,官方,35 ms
191.101.251.11,443,0.0.0.0,SG,Singapore,官方,117 ms
191.101.251.92,443,0.0.0.0,SG,Singapore,官方,5 ms
191.101.251.113,443,0.0.0.0,SG,Singapore,官方,113 ms
191.101.251.152,443,0.0.0.0,SG,Singapore,官方,216 ms
191.101.251.141,443,0.0.0.0,SG,Singapore,官方,72 ms
191.101.251.129,443,0.0.0.0,SG,Singapore,官方,103 ms
191.101.251.111,443,0.0.0.0,SG,Singapore,官方,112 ms
191.101.251.184,443,0.0.0.0,SG,Singapore,官方,15 ms
191.101.251.29,443,0.0.0.0,SG,Singapore,官方,12 ms
191.101.251.117,443,0.0.0.0,SG,Singapore,官方,138 ms
191.101.251.122,443,0.0.0.0,SG,Singapore,官方,81 ms
191.101.251.5,443,0.0.0.0,SG,Singapore,官方,188 ms
191.101.251.61,443,0.0.0.0,SG,Singapore,官方,134 ms
191.101.251.197,443,0.0.0.0,SG,Singapore,官方,181 ms
191.101.251.155,443,0.0.0.0,SG,Singapore,官方,135 ms
191.101.251.236,443,0.0.0.0,SG,Singapore,官方,58 ms
191.101.251.8,443,0.0.0.0,SG,Singapore,官方,121 ms
191.101.251.193,443,0.0.0.0,SG,Singapore,官方,177 ms
191.101.251.144,443,0.0.0.0,SG,Singapore,官方,263 ms
191.101.251.177,443,0.0.0.0,SG,Singapore,官方,67 ms
191.101.251.224,443,0.0.0.0,SG,Singapore,官方,47 ms
191.101.251.1,443,0.0.0.0,SG,Singapore,官方,232 ms
191.101.251.211,443,0.0.0.0,SG,Singapore,官方,100 ms
191.101.251.114,443,0.0.0.0,SG,Singapore,官方,91 ms
191.101.251.36,443,0.0.0.0,SG,Singapore,官方,181 ms
191.101.251.138,443,0.0.0.0,SG,Singapore,官方,150 ms
191.101.251.136,443,0.0.0.0,SG,Singapore,官方,212 ms
191.101.251.249,443,0.0.0.0,SG,Singapore,官方,86 ms
191.101.251.24,443,0.0.0.0,SG,Singapore,官方,56 ms
191.101.251.0,443,0.0.0.0,SG,Singapore,官方,10 ms
191.101.251.222,443,0.0.0.0,SG,Singapore,官方,153 ms
191.101.251.228,443,0.0.0.0,SG,Singapore,官方,209 ms
191.101.251.51,443,0.0.0.0,SG,Singapore,官方,154 ms
191.101.251.58,443,0.0.0.0,SG,Singapore,官方,92 ms
191.101.251.230,443,0.0.0.0,SG,Singapore,官方,161 ms
191.101.251.153,443,0.0.0.0,SG,Singapore,官方,95 ms
191.101.251.213,443,0.0.0.0,SG,Singapore,官方,16 ms
191.101.251.187,443,0.0.0.0,SG,Singapore,官方,241 ms
191.101.251.132,443,0.0.0.0,SG,Singapore,官方,119 ms
191.101.251.47,443,0.0.0.0,SG,Singapore,官方,47 ms
191.101.251.196,443,0.0.0.0,SG,Singapore,官方,9 ms
191.101.251.75,443,0.0.0.0,SG,Singapore,官方,97 ms
191.101.251.26,443,0.0.0.0,SG,Singapore,官方,96 ms
191.101.251.150,443,0.0.0.0,SG,Singapore,官方,85 ms
191.101.251.62,443,0.0.0.0,SG,Singapore,官方,94 ms
191.101.251.202,443,0.0.0.0,SG,Singapore,官方,195 ms
191.101.251.107,443,0.0.0.0,SG,Singapore,官方,162 ms
191.101.251.18,443,0.0.0.0,SG,Singapore,官方,64 ms
191.101.251.39,443,0.0.0.0,SG,Singapore,官方,141 ms
191.101.251.189,443,0.0.0.0,SG,Singapore,官方,172 ms
191.101.251.48,443,0.0.0.0,SG,Singapore,官方,249 ms
191.101.251.120,443,0.0.0.0,SG,Singapore,官方,143 ms
191.101.251.121,443,0.0.0.0,SG,Singapore,官方,57 ms
191.101.251.110,443,0.0.0.0,SG,Singapore,官方,87 ms
191.101.251.89,443,0.0.0.0,SG,Singapore,官方,221 ms
