188.114.99.61,443,0.0.0.0,SG,Singapore,官方,1 ms
188.114.98.75,443,0.0.0.0,SG,Singapore,官方,37 ms
141.101.122.201,443,0.0.0.0,SG,Singapore,官方,25 ms
141.101.113.184,443,0.0.0.0,SG,Singapore,官方,28 ms
141.101.123.26,443,0.0.0.0,SG,Singapore,官方,1 ms
188.114.98.38,443,0.0.0.0,SG,Singapore,官方,45 ms
141.101.120.21,443,0.0.0.0,SG,Singapore,官方,20 ms
141.101.114.27,443,0.0.0.0,SG,Singapore,官方,44 ms
188.114.98.55,443,0.0.0.0,SG,Singapore,官方,8 ms
188.114.96.238,443,0.0.0.0,SG,Singapore,官方,34 ms
141.101.123.78,443,0.0.0.0,SG,Singapore,官方,1 ms
141.101.120.83,443,0.0.0.0,SG,Singapore,官方,36 ms
188.114.96.97,443,0.0.0.0,SG,Singapore,官方,50 ms
188.114.97.213,443,0.0.0.0,SG,Singapore,官方,15 ms
141.101.114.205,443,0.0.0.0,SG,Singapore,官方,81 ms
188.114.99.125,443,0.0.0.0,SG,Singapore,官方,79 ms
188.114.99.250,443,0.0.0.0,SG,Singapore,官方,66 ms
141.101.123.49,443,0.0.0.0,SG,Singapore,官方,144 ms
141.101.121.133,443,0.0.0.0,SG,Singapore,官方,93 ms
141.101.121.155,443,0.0.0.0,SG,Singapore,官方,91 ms
188.114.99.145,443,0.0.0.0,SG,Singapore,官方,42 ms
141.101.123.239,443,0.0.0.0,SG,Singapore,官方,138 ms
188.114.96.173,443,0.0.0.0,SG,Singapore,官方,97 ms
141.101.114.222,443,0.0.0.0,SG,Singapore,官方,17 ms
188.114.98.87,443,0.0.0.0,SG,Singapore,官方,117 ms
141.101.115.42,443,0.0.0.0,SG,Singapore,官方,116 ms
141.101.120.166,443,0.0.0.0,SG,Singapore,官方,23 ms
141.101.120.51,443,0.0.0.0,SG,Singapore,官方,1 ms
188.114.97.2,443,0.0.0.0,SG,Singapore,官方,135 ms
188.114.98.177,443,0.0.0.0,SG,Singapore,官方,64 ms
141.101.120.63,443,0.0.0.0,SG,Singapore,官方,176 ms
188.114.99.227,443,0.0.0.0,SG,Singapore,官方,53 ms
188.114.97.198,443,0.0.0.0,SG,Singapore,官方,124 ms
141.101.113.182,443,0.0.0.0,SG,Singapore,官方,157 ms
141.101.121.70,443,0.0.0.0,SG,Singapore,官方,24 ms
141.101.122.33,443,0.0.0.0,SG,Singapore,官方,67 ms
188.114.99.134,443,0.0.0.0,SG,Singapore,官方,76 ms
188.114.98.109,443,0.0.0.0,SG,Singapore,官方,20 ms
188.114.98.124,443,0.0.0.0,SG,Singapore,官方,202 ms
141.101.115.236,443,0.0.0.0,SG,Singapore,官方,44 ms
188.114.96.193,443,0.0.0.0,SG,Singapore,官方,19 ms
141.101.123.179,443,0.0.0.0,SG,Singapore,官方,130 ms
141.101.122.0,443,0.0.0.0,SG,Singapore,官方,165 ms
141.101.114.216,443,0.0.0.0,SG,Singapore,官方,196 ms
141.101.122.246,443,0.0.0.0,SG,Singapore,官方,52 ms
188.114.98.198,443,0.0.0.0,SG,Singapore,官方,156 ms
141.101.121.238,443,0.0.0.0,SG,Singapore,官方,92 ms
188.114.98.202,443,0.0.0.0,SG,Singapore,官方,39 ms
141.101.114.47,443,0.0.0.0,SG,Singapore,官方,37 ms
178.62.212.242,443,2a03:b0c0:2:d0::1026:1001,NL,London,隧道,159 ms
141.101.123.211,443,0.0.0.0,SG,Singapore,官方,181 ms
188.114.99.34,443,0.0.0.0,SG,Singapore,官方,100 ms
188.114.98.130,443,0.0.0.0,SG,Singapore,官方,212 ms
188.114.98.149,443,0.0.0.0,SG,Singapore,官方,54 ms
141.101.115.219,443,0.0.0.0,SG,Singapore,官方,103 ms
141.101.114.60,443,0.0.0.0,SG,Singapore,官方,53 ms
188.114.96.215,443,0.0.0.0,SG,Singapore,官方,141 ms
188.114.96.154,443,0.0.0.0,SG,Singapore,官方,74 ms
141.101.113.17,443,0.0.0.0,SG,Singapore,官方,79 ms
188.114.99.246,443,0.0.0.0,SG,Singapore,官方,71 ms
141.101.120.107,443,0.0.0.0,SG,Singapore,官方,165 ms
141.101.113.211,443,0.0.0.0,SG,Singapore,官方,11 ms
141.101.121.146,443,0.0.0.0,SG,Singapore,官方,144 ms
188.114.99.104,443,0.0.0.0,SG,Singapore,官方,92 ms
188.114.97.98,443,0.0.0.0,SG,Singapore,官方,148 ms
188.114.98.12,443,0.0.0.0,SG,Singapore,官方,46 ms
188.114.96.218,443,0.0.0.0,SG,Singapore,官方,10 ms
141.101.122.18,443,0.0.0.0,SG,Singapore,官方,209 ms
141.101.114.239,443,0.0.0.0,SG,Singapore,官方,266 ms
141.101.121.35,443,0.0.0.0,SG,Singapore,官方,32 ms
141.101.123.177,443,0.0.0.0,SG,Singapore,官方,72 ms
141.101.114.20,443,0.0.0.0,SG,Singapore,官方,16 ms
