185.193.28.18,443,0.0.0.0,SG,Singapore,官方,6 ms
185.193.29.141,443,0.0.0.0,SG,Singapore,官方,33 ms
45.131.4.80,443,0.0.0.0,SG,Singapore,官方,36 ms
185.171.231.43,443,0.0.0.0,SG,Singapore,官方,27 ms
185.193.28.152,443,0.0.0.0,SG,Singapore,官方,11 ms
45.131.211.134,443,0.0.0.0,SG,Singapore,官方,3 ms
185.171.231.15,443,0.0.0.0,SG,Singapore,官方,1 ms
185.171.230.172,443,0.0.0.0,SG,Singapore,官方,23 ms
185.193.28.233,443,0.0.0.0,SG,Singapore,官方,40 ms
185.171.231.138,443,0.0.0.0,SG,Singapore,官方,16 ms
45.131.208.100,443,0.0.0.0,SG,Singapore,官方,40 ms
45.131.6.62,443,0.0.0.0,SG,Singapore,官方,5 ms
185.171.231.101,443,0.0.0.0,SG,Singapore,官方,23 ms
185.193.28.64,443,0.0.0.0,SG,Singapore,官方,1 ms
82.196.13.35,443,82.196.13.35,NL,Amsterdam,中转,157 ms
185.193.28.71,443,0.0.0.0,SG,Singapore,官方,124 ms
45.131.6.88,443,0.0.0.0,SG,Singapore,官方,107 ms
185.193.29.71,443,0.0.0.0,SG,Singapore,官方,46 ms
45.131.208.113,443,0.0.0.0,SG,Singapore,官方,60 ms
45.131.6.215,443,0.0.0.0,SG,Singapore,官方,17 ms
45.131.208.181,443,0.0.0.0,SG,Singapore,官方,42 ms
185.170.166.165,443,0.0.0.0,SG,Singapore,官方,16 ms
45.131.211.41,443,0.0.0.0,SG,Singapore,官方,43 ms
185.193.31.114,443,0.0.0.0,SG,Singapore,官方,25 ms
45.131.211.109,443,0.0.0.0,SG,Singapore,官方,20 ms
188.166.250.93,443,188.166.250.93,SG,Singapore,中转,69 ms
185.193.30.121,443,0.0.0.0,SG,Singapore,官方,41 ms
45.131.6.96,443,0.0.0.0,SG,Singapore,官方,205 ms
45.95.241.94,443,0.0.0.0,SG,Singapore,官方,2 ms
185.171.231.122,443,0.0.0.0,SG,Singapore,官方,57 ms
45.131.210.81,443,0.0.0.0,SG,Singapore,官方,184 ms
185.170.166.84,443,0.0.0.0,SG,Singapore,官方,109 ms
45.131.208.145,443,0.0.0.0,SG,Singapore,官方,192 ms
45.131.211.227,443,0.0.0.0,SG,Singapore,官方,77 ms
185.193.31.193,443,0.0.0.0,SG,Singapore,官方,6 ms
45.131.4.203,443,0.0.0.0,SG,Singapore,官方,149 ms
45.95.241.232,443,0.0.0.0,SG,Singapore,官方,132 ms
45.131.211.13,443,0.0.0.0,SG,Singapore,官方,140 ms
45.95.241.195,443,0.0.0.0,SG,Singapore,官方,116 ms
45.131.209.207,443,0.0.0.0,SG,Singapore,官方,106 ms
185.193.28.252,443,0.0.0.0,SG,Singapore,官方,69 ms
82.196.5.216,443,82.196.5.216,NL,Amsterdam,中转,208 ms
188.166.49.134,443,188.166.49.134,NL,Amsterdam,中转,164 ms
45.131.4.230,443,0.0.0.0,SG,Singapore,官方,8 ms
185.171.230.116,443,0.0.0.0,SG,Singapore,官方,39 ms
185.193.31.147,443,0.0.0.0,SG,Singapore,官方,206 ms
