203.32.120.25,443,0.0.0.0,SG,Singapore,官方,62 ms
203.24.103.9,443,0.0.0.0,SG,Singapore,官方,58 ms
203.24.102.50,443,0.0.0.0,SG,Singapore,官方,46 ms
203.32.120.95,443,0.0.0.0,SG,Singapore,官方,41 ms
203.24.102.128,443,0.0.0.0,SG,Singapore,官方,57 ms
203.32.121.145,443,0.0.0.0,SG,Singapore,官方,88 ms
203.24.102.42,443,0.0.0.0,SG,Singapore,官方,88 ms
203.34.80.141,443,0.0.0.0,SG,Singapore,官方,62 ms
203.34.80.205,443,0.0.0.0,SG,Singapore,官方,49 ms
203.34.28.32,443,0.0.0.0,SG,Singapore,官方,52 ms
203.24.103.140,443,0.0.0.0,SG,Singapore,官方,46 ms
203.24.102.190,443,0.0.0.0,SG,Singapore,官方,89 ms
203.32.120.241,443,0.0.0.0,SG,Singapore,官方,101 ms
203.55.107.144,443,0.0.0.0,SG,Singapore,官方,6 ms
203.34.28.188,443,0.0.0.0,SG,Singapore,官方,62 ms
203.55.107.49,443,0.0.0.0,SG,Singapore,官方,56 ms
203.34.80.32,443,0.0.0.0,SG,Singapore,官方,75 ms
203.34.28.185,443,0.0.0.0,SG,Singapore,官方,97 ms
203.32.121.138,443,0.0.0.0,SG,Singapore,官方,63 ms
203.24.103.223,443,0.0.0.0,SG,Singapore,官方,67 ms
203.32.121.103,443,0.0.0.0,SG,Singapore,官方,116 ms
203.24.102.5,443,0.0.0.0,SG,Singapore,官方,72 ms
203.34.80.188,443,0.0.0.0,SG,Singapore,官方,33 ms
203.34.80.54,443,0.0.0.0,SG,Singapore,官方,53 ms
203.24.102.240,443,0.0.0.0,SG,Singapore,官方,36 ms
203.34.28.17,443,0.0.0.0,SG,Singapore,官方,104 ms
203.34.28.48,443,0.0.0.0,SG,Singapore,官方,58 ms
203.29.52.10,443,0.0.0.0,SG,Singapore,官方,105 ms
203.32.121.243,443,0.0.0.0,SG,Singapore,官方,100 ms
203.29.52.79,443,0.0.0.0,SG,Singapore,官方,175 ms
203.24.102.225,443,0.0.0.0,SG,Singapore,官方,76 ms
203.32.121.63,443,0.0.0.0,SG,Singapore,官方,205 ms
203.24.102.91,443,0.0.0.0,SG,Singapore,官方,94 ms
203.24.102.220,443,0.0.0.0,SG,Singapore,官方,42 ms
203.29.52.31,443,0.0.0.0,SG,Singapore,官方,125 ms
203.32.120.208,443,0.0.0.0,SG,Singapore,官方,155 ms
203.32.121.206,443,0.0.0.0,SG,Singapore,官方,117 ms
203.32.120.190,443,0.0.0.0,SG,Singapore,官方,119 ms
203.32.120.31,443,0.0.0.0,SG,Singapore,官方,45 ms
203.55.107.212,443,0.0.0.0,SG,Singapore,官方,125 ms
203.24.102.253,443,0.0.0.0,SG,Singapore,官方,129 ms
203.55.107.93,443,0.0.0.0,SG,Singapore,官方,77 ms
203.34.28.91,443,0.0.0.0,SG,Singapore,官方,35 ms
203.32.120.92,443,0.0.0.0,SG,Singapore,官方,197 ms
203.55.107.11,443,0.0.0.0,SG,Singapore,官方,99 ms
203.24.102.179,443,0.0.0.0,SG,Singapore,官方,36 ms
203.34.28.165,443,0.0.0.0,SG,Singapore,官方,146 ms
203.24.102.162,443,0.0.0.0,SG,Singapore,官方,20 ms
203.34.80.234,443,0.0.0.0,SG,Singapore,官方,105 ms
203.34.80.187,443,0.0.0.0,SG,Singapore,官方,196 ms
203.34.28.129,443,0.0.0.0,SG,Singapore,官方,103 ms
203.55.107.199,443,0.0.0.0,SG,Singapore,官方,27 ms
203.29.52.101,443,0.0.0.0,SG,Singapore,官方,29 ms
203.34.80.226,443,0.0.0.0,SG,Singapore,官方,128 ms
203.34.80.135,443,0.0.0.0,SG,Singapore,官方,36 ms
203.55.107.189,443,0.0.0.0,SG,Singapore,官方,201 ms
203.55.107.47,443,0.0.0.0,SG,Singapore,官方,248 ms
203.29.52.197,443,0.0.0.0,SG,Singapore,官方,48 ms
203.32.121.83,443,0.0.0.0,SG,Singapore,官方,89 ms
203.34.80.242,443,0.0.0.0,SG,Singapore,官方,78 ms
203.24.102.37,443,0.0.0.0,SG,Singapore,官方,34 ms
203.24.102.24,443,0.0.0.0,SG,Singapore,官方,87 ms
