194.53.55.135,443,0.0.0.0,SG,Singapore,官方,14 ms
185.148.106.196,443,0.0.0.0,SG,Singapore,官方,4 ms
185.221.160.116,443,0.0.0.0,SG,Singapore,官方,64 ms
185.148.104.9,443,0.0.0.0,SG,Singapore,官方,27 ms
45.133.246.104,443,0.0.0.0,SG,Singapore,官方,60 ms
194.53.55.205,443,0.0.0.0,SG,Singapore,官方,26 ms
185.148.106.21,443,0.0.0.0,SG,Singapore,官方,52 ms
185.174.138.142,443,0.0.0.0,SG,Singapore,官方,18 ms
185.174.138.57,443,0.0.0.0,SG,Singapore,官方,24 ms
5.101.39.180,443,0.0.0.0,SG,Singapore,官方,45 ms
194.53.53.67,443,0.0.0.0,SG,Singapore,官方,27 ms
45.133.246.15,443,0.0.0.0,SG,Singapore,官方,5 ms
185.221.160.19,443,0.0.0.0,SG,Singapore,官方,70 ms
194.53.55.63,443,0.0.0.0,SG,Singapore,官方,42 ms
45.159.218.201,443,0.0.0.0,SG,Singapore,官方,12 ms
185.221.160.215,443,0.0.0.0,SG,Singapore,官方,58 ms
185.148.105.157,443,0.0.0.0,SG,Singapore,官方,44 ms
45.159.217.249,443,0.0.0.0,SG,Singapore,官方,70 ms
193.9.49.74,443,0.0.0.0,SG,Singapore,官方,1 ms
185.148.106.156,443,0.0.0.0,SG,Singapore,官方,160 ms
194.87.58.211,443,0.0.0.0,SG,Singapore,官方,70 ms
45.142.120.25,443,0.0.0.0,SG,Singapore,官方,133 ms
45.159.218.66,443,0.0.0.0,SG,Singapore,官方,37 ms
45.8.211.55,443,0.0.0.0,SG,Singapore,官方,37 ms
194.87.59.141,443,0.0.0.0,SG,Singapore,官方,53 ms
45.159.217.250,443,0.0.0.0,SG,Singapore,官方,93 ms
45.159.216.136,443,0.0.0.0,SG,Singapore,官方,130 ms
185.221.160.42,443,0.0.0.0,SG,Singapore,官方,40 ms
45.159.218.49,443,0.0.0.0,SG,Singapore,官方,6 ms
45.159.216.250,443,0.0.0.0,SG,Singapore,官方,78 ms
45.159.216.48,443,0.0.0.0,SG,Singapore,官方,253 ms
45.8.211.174,443,0.0.0.0,SG,Singapore,官方,165 ms
185.148.105.252,443,0.0.0.0,SG,Singapore,官方,145 ms
45.8.211.27,443,0.0.0.0,SG,Singapore,官方,15 ms
194.87.58.80,443,0.0.0.0,SG,Singapore,官方,109 ms
45.159.217.115,443,0.0.0.0,SG,Singapore,官方,212 ms
194.87.58.28,443,0.0.0.0,SG,Singapore,官方,121 ms
194.87.59.38,443,0.0.0.0,SG,Singapore,官方,107 ms
185.221.160.18,443,0.0.0.0,SG,Singapore,官方,78 ms
45.159.218.116,443,0.0.0.0,SG,Singapore,官方,134 ms
45.159.218.215,443,0.0.0.0,SG,Singapore,官方,240 ms
45.8.211.121,443,0.0.0.0,SG,Singapore,官方,13 ms
194.87.58.93,443,0.0.0.0,SG,Singapore,官方,33 ms
45.159.217.81,443,0.0.0.0,SG,Singapore,官方,158 ms
185.148.105.1,443,0.0.0.0,SG,Singapore,官方,156 ms
185.148.106.17,443,0.0.0.0,SG,Singapore,官方,225 ms
5.252.118.202,443,0.0.0.0,SG,Singapore,官方,1 ms
194.87.58.9,443,0.0.0.0,SG,Singapore,官方,87 ms
185.176.26.124,443,0.0.0.0,SG,Singapore,官方,87 ms
45.142.120.229,443,0.0.0.0,SG,Singapore,官方,146 ms
45.142.120.121,443,0.0.0.0,SG,Singapore,官方,107 ms
45.133.247.61,443,0.0.0.0,SG,Singapore,官方,19 ms
45.159.216.31,443,0.0.0.0,SG,Singapore,官方,177 ms
185.148.104.201,443,0.0.0.0,SG,Singapore,官方,78 ms
185.174.138.20,443,0.0.0.0,SG,Singapore,官方,143 ms
185.148.105.130,443,0.0.0.0,SG,Singapore,官方,27 ms
194.53.55.213,443,0.0.0.0,SG,Singapore,官方,237 ms
45.133.246.75,443,0.0.0.0,SG,Singapore,官方,120 ms
193.9.49.116,443,0.0.0.0,SG,Singapore,官方,52 ms
194.53.53.250,443,0.0.0.0,SG,Singapore,官方,10 ms
185.221.160.235,443,0.0.0.0,SG,Singapore,官方,238 ms
185.109.21.113,443,0.0.0.0,SG,Singapore,官方,222 ms
5.252.118.188,443,0.0.0.0,SG,Singapore,官方,71 ms
45.8.211.69,443,0.0.0.0,SG,Singapore,官方,89 ms
185.109.21.13,443,0.0.0.0,SG,Singapore,官方,203 ms
185.148.106.249,443,0.0.0.0,SG,Singapore,官方,76 ms
45.133.247.171,443,0.0.0.0,SG,Singapore,官方,119 ms
194.53.55.62,443,0.0.0.0,SG,Singapore,官方,113 ms
194.87.59.14,443,0.0.0.0,SG,Singapore,官方,34 ms
185.148.104.120,443,0.0.0.0,SG,Singapore,官方,131 ms
45.133.247.161,443,0.0.0.0,SG,Singapore,官方,153 ms
194.87.59.49,443,0.0.0.0,SG,Singapore,官方,128 ms
45.133.247.215,443,0.0.0.0,SG,Singapore,官方,112 ms
185.109.21.180,443,0.0.0.0,SG,Singapore,官方,150 ms
194.87.59.67,443,0.0.0.0,SG,Singapore,官方,186 ms
45.133.246.112,443,0.0.0.0,SG,Singapore,官方,42 ms
194.87.58.94,443,0.0.0.0,SG,Singapore,官方,65 ms
45.159.219.2,443,0.0.0.0,SG,Singapore,官方,38 ms
185.176.26.61,443,0.0.0.0,SG,Singapore,官方,148 ms
194.87.58.84,443,0.0.0.0,SG,Singapore,官方,69 ms
45.133.247.30,443,0.0.0.0,SG,Singapore,官方,163 ms
45.159.218.52,443,0.0.0.0,SG,Singapore,官方,106 ms
45.133.246.79,443,0.0.0.0,SG,Singapore,官方,76 ms
194.87.58.182,443,0.0.0.0,SG,Singapore,官方,111 ms
45.159.216.101,443,0.0.0.0,SG,Singapore,官方,26 ms
194.87.59.124,443,0.0.0.0,SG,Singapore,官方,8 ms
185.174.138.28,443,0.0.0.0,SG,Singapore,官方,72 ms
